Company/Brand,Car Name,Battery Capacity (CC),Horsepower (hp),Top Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm)
Mitsubishi,Town Box,660,48,120,16,47000,P,4.0,60
Mitsubishi,Minicab MiEV,2500,64,100,6.5,47000,E,2.0,196
Mazda,Mazda3,2000,155,200,8.9,47000,P,5.0,213
Mazda,Mazda3 Hatchback,2500,186,210,8.3,47000,P,5.0,252
Mazda,Mazda6,2500,250,240,6.4,47000,P,5.0,420
Mazda,CX-3,2000,146,180,9.5,47000,P,5.0,197
Mazda,CX-30,2500,186,204,8.7,47000,P,5.0,252
Mazda,CX-5,2500,187,200,8.8,47000,P,5.0,252
Mazda,CX-50,2500,256,220,6.9,47000,P,5.0,434
Mazda,CX-8,2200,187,200,9.2,47000,D,7.0,450
Mazda,CX-9,2500,250,210,7.2,47000,P,7.0,420
Mazda,CX-90,3300,340,240,6.2,47000,P,7.0,500
Mazda,MX-5 Miata,2000,181,225,6.5,47000,P,2.0,205
Mazda,MX-5 Miata RF,2000,181,225,6.5,47000,P,2.0,205
Mazda,MX-30 Electric,2500,143,140,9.7,47000,E,5.0,271
Mazda,CX-4,2000,158,190,9.6,47000,P,5.0,202
Mazda,CX-7,2300,244,210,7.9,47000,P,5.0,350
Mazda,Tribute,3000,200,190,9,47000,P,5.0,270
Mazda,B-Series Pickup,2500,143,170,11.5,47000,D,5.0,330
Mazda,BT-50,3200,200,180,10,47000,D,5.0,470
Mazda,RX-7,1300,276,250,5.5,47000,P,4.0,314
Mazda,RX-3,1200,110,180,8.9,47000,P,4.0,145
Mazda,RX-Vision Concept,2500,272,200,6.5,47000,H,2.0,373
Mazda,323F,1600,105,180,10.5,47000,P,5.0,145
Mazda,Familia Sedan,1500,100,175,11,47000,P,5.0,135
Mazda,Premacy,2000,138,190,9.8,47000,P,7.0,180
Mazda,Demio,1500,108,180,10.2,47000,P,5.0,142
Mazda,Millenia,2300,210,215,8.2,47000,P,5.0,280
Mazda,Eunos Cosmo,2000,280,240,6,47000,P,4.0,300
Mazda,Atenza,2500,192,210,8.5,47000,P,5.0,252
Mazda,Roadpacer AP,1300,130,170,11.5,47000,P,5.0,165
Mazda,626,2000,140,190,9.5,47000,P,5.0,180
Mazda,929,3000,205,220,8,47000,P,5.0,270
Mazda,Luce,1800,135,180,10.5,47000,P,5.0,170
Mazda,Capella,1600,110,175,11.2,47000,P,5.0,145
Mazda,Carol,660,63,140,15.5,47000,P,4.0,90
Mazda,Autozam AZ-1,657,63,140,11,47000,P,2.0,85
Mazda,Spiano,660,54,130,16,47000,P,4.0,80
Mazda,Verisa,1500,113,170,11,47000,P,5.0,140
Mazda,MX-6,2500,164,210,8.8,47000,P,4.0,215
Mazda,MPV,3000,200,185,9.5,47000,P,7.0,265
Mazda,Proceed Marvie,2600,120,160,12,47000,P,5.0,200
Mazda,Sentia,3000,200,200,9,47000,P,5.0,265
Mazda,Cronos,2500,160,190,8.5,47000,P,5.0,210
Mazda,Scrum,660,63,130,15,47000,P,4.0,85
Mazda,Parkway,1800,115,160,12.5,47000,P,5.0,155
Mazda,Titan (Truck),3000,130,120,15,47000,D,2.0,300
Mazda,CX-60,2500,187,200,8.5,47000,P,5.0,250
Mazda,CX-80,3000,250,210,7.5,47000,P,7.0,400
Mazda,T1500,1500,75,120,18,47000,P,2.0,105
Mazda,Bongo Van,2000,100,160,14,47000,P,3.0,140
Mazda,Bongo Friendee,2500,115,160,12.5,47000,P,7.0,160
Mazda,Revue,1300,75,130,15.5,47000,P,5.0,110
Mazda,Protegé,1800,125,185,9,47000,P,5.0,170
Mazda,Xedos 6,2500,170,215,8.5,47000,P,5.0,230
Mazda,Xedos 9,3000,200,220,7.5,47000,P,5.0,260
Mazda,121,1300,70,155,13,47000,P,5.0,110
Mazda,1200,1200,60,130,16,47000,P,4.0,90
Mazda,1500,1500,85,145,14,47000,P,5.0,120
Mazda,RX-2,1308,130,185,8.5,47000,P,4.0,220
Mazda,RX-5,1588,135,190,8,47000,P,4.0,210
Mazda,RX-7 Spirit R,1308,280,250,5.5,47000,P,2.0,290
Mazda,Cosmo Sport (110S),1000,110,170,10,47000,P,2.0,150
Mazda,Eunos 500,1998,135,200,9,47000,P,5.0,170
Mazda,Eunos Roadster,1590,116,180,9.5,47000,P,2.0,140
Mazda,Familia Astina,1800,135,200,8.5,47000,P,5.0,170
Mazda,Savanna RX-7,1308,165,230,7.5,47000,P,2.0,230
Mazda,Capella Cargo,2000,115,180,12,47000,P,4.0,160
Mazda,818,1600,100,170,12.5,47000,P,5.0,130
Mazda,Sentia Hardtop Coupe,2500,160,210,8,47000,P,4.0,220
Mazda,Biante,2000,150,185,10,47000,P,7.0,200
Mazda,Premacy Hydrogen RE Hybrid,1308,200,180,9.5,47000,H,5.0,260
Mazda,Carol P360,360,26,85,35,47000,P,4.0,45
Mazda,T2000,2000,110,170,12.5,47000,P,2.0,160
Mazda,AZ-Offroad,1298,85,145,12,47000,P,5.0,130
Mazda,Scrum Wagon,657,64,120,15.5,47000,P,4.0,95
Mazda,Persona,1497,92,160,13.5,47000,P,5.0,130
Mazda,Astina,1800,140,190,8.5,47000,P,5.0,160
Mazda,Etude,1598,105,170,10,47000,P,5.0,135
Mazda,Porter,1497,95,130,14,47000,P,2.0,130
Mazda,MX-3,1598,130,190,8.5,47000,P,4.0,140
Mazda,MX-5 Superlight Concept,1798,143,200,7.5,47000,P,2.0,160
Mazda,Premacy Hydrogen RE,1308,200,180,9.5,47000,H,5.0,260
Mazda,Bongo Truck,1998,120,130,15,47000,P,2.0,150
Mazda,Rotary Pickup,1308,130,150,14.5,47000,P,2.0,160
Mazda,Luce Rotary Coupe,1308,135,175,12,47000,P,4.0,180
Mazda,Millenia S,2500,200,220,8,47000,P,5.0,250
Mazda,787B (Race Car),2620,700,320,3.5,47000,P,1.0,500
Toyota,Crown Signia,2487,240,180,7.6,47000,H,5.0,239
Toyota,4Runner (6th Gen),2500,326,180,6.8,50000,H,7.0,630
Toyota,Corolla Cross,2500,272,190,8.6,47000,H,5.0,373
Toyota,C-HR+,2500,272,180,9.2,47000,H,5.0,373
Toyota,RAV4 (6th Gen),2500,272,200,7.05,47000,,5.0,373
